date,countries,Events & Listings,Business Services,Entertainment Industry,Performing Arts,Recruitment & Staffing,Internet & Telecom,Autos & Vehicles,Office Supplies,Programming,Vehicle Brands,Bankruptcy,Finance,Vehicle Licensing & Registration,Credit & Lending,Insurance,Health Insurance,Commercial Lending,Real Estate,Food & Drink,College Financing,Legal Services,Restaurants,Home Financing,Architecture,Doctors' Offices,Auto Financing,Advertising & Marketing,Hospitals & Treatment Centers,Agriculture & Forestry,Veterinarians,Emergency Services,Forestry,Mental Health,Aquaculture,Travel Agencies & Services,Home & Garden,Grocery & Food Retailers,Fire & Security Services,Tobacco Products,Government,Real Estate Agencies,Footwear,Education,Shopping,Medical Facilities & Services,Travel,Printing & Publishing,Social Services,Hotels & Accommodations,Fuel Economy & Gas Prices,Computers & Electronics,Chemicals Industry,Sports,Apparel,Pharmacy,Professional & Trade Associations,Consumer Electronics,Computer Hardware,Luxury Goods,Industrial Materials & Equipment,Unwanted Body & Facial Hair Remova,Agricultural Equipment,Boats & Watercraft,Alcoholic Beverages,Construction & Maintenance,Retail Trade,Building Materials & Supplies,Pharmaceuticals & Biotech,Freight & Trucking,Civil Engineering,Transportation & Logistics,Maritime Transport,Construction Consulting & Contract,Distribution & Logistics,Aviation,Home Improvement,Jobs,Import & Export,Entertainment Media,Developer Jobs,Rail Transport,Gifts & Special Event Items,Food Production,Mail & Package Delivery,Home Appliances,Home Furnishings,Birthday,Birthday card,Employment agency,Unemployment benefits,Unemployment benefits in Texas,Unemployment benefits in France,"A World Without Work: Technology, Automation, and How We Should Respond",Recruitment,Military recruitment,Recruitment advertising,Civil service entrance examination,Investment,investment,Return on investment,Investment fund,Job interview,economic crisis,Unemployment,Unemployment insurance in Japan,Natural rate of unemployment,Financial crisis,Financial crisis of 2007–2008,1997 Asian financial crisis,Government debt,National debt of the United States,Bureau of the Fiscal Service,Office Space,Job Search,Job,Temporary Solutions,United States housing bubble,Housing in Israel,Capital Returns: Investing Through the Capital Cycle: A Money Manager’s Reports 2002-15,The Poor Had No Lawyers: Who Owns Scotland and How They Got it,House price index,Case–Shiller index,Mortgage loan,Mortgage law,Mortgage calculator,Fixed-rate mortgage,Crisis 1,Crisis 2,Crisis hotline,Loan,loan,Loanword,Interest,Interest rate,Student loan,Student Loan Fund,Affordable Housing 2,Affordable Housing 1,Recession,Gingival recession,Coronavirus recession,Global recession,Stock market crash,Force,Strength training,Bankruptcy.1,Online banking,Personal bankruptcy,"Chapter 7, Title 11, United States Code",Bankruptcy proceedings,Export,commercial building,Baggage,Hand luggage,Bag tag,Luggage carrier,"Mergers, Acquisitions, and Other Restructuring Activities: An Integrated Approach to Process, Tools, Cases, and Solutions",Foreclosure,Deed in lieu of foreclosure,Abandoned pets,2010 United States foreclosure crisis
2021-12-31,AU,0.15500170904606092,0.06848836259774638,0.29676884600088105,0.13341929885343218,0.0,0.04928985830800858,0.07429888300748466,0.06559366341394046,0.15823405000909663,0.009174569334098326,0.10626339813397845,0.10892814280082419,-0.023531426109212106,0.04106665146767341,0.30003245053211103,0.5908910820009647,0.18922632220358082,0.1107666730229715,-0.014281299206373,0.06622084411939833,0.16142853613662522,0.04795240116923605,-0.004743261478307392,-0.016362564891696074,0.22266591320002238,0.022209116918901817,0.08943299999576881,0.15972632882554372,0.09567755013605783,0.17215615653244676,0.2644364070974281,0.018169396048101305,0.16597336843073895,-0.004465175160029755,0.09819104740302675,0.0798829791570963,-0.0035576428550534445,0.283875378264026,0.0455100546782945,0.05647751687536973,0.06624472259679903,0.034404818153477734,0.12177960935645338,0.03190125261121679,0.19654674451714715,0.06591946797753012,-0.06083534702496962,0.12170558814828958,-0.008207529357957544,0.3056997196654092,0.1081117919377772,0.16314906680980057,0.07130978958964995,0.07621343417248028,0.09945317448493096,0.13435131697767,-0.03880831569165144,0.08123824165852911,-0.03795095307619123,0.0927197758991678,-0.031807199002424014,0.037915115571515834,-0.01983422301291693,-0.0684378797015226,0.08197785903238408,-0.17452987108358542,0.0676065170531217,1.1148273404011317,0.04801349048460768,0.07877517156211011,0.06441461069528742,0.014357658452199829,-0.066339943996371,0.1799676977930873,0.41854137915303813,0.0697731296388131,0.1050900096568701,0.014688628919875324,0.011374276406035833,0.30440302177891576,0.09602923209940206,-0.01970366486052999,0.04292861335267739,0.031731363968313,-0.015709804160512597,0.06892368837874496,0.015339043875588487,0.0,-0.12828194030180984,-0.3424180458557702,0.0,0.0,0.0,0.0,0.0,0.9524089102693254,0.0,0.18169069494769108,0.0,0.018566445190350223,-0.02208996101733396,0.0,-1.3862943611198906,-0.20583560181001026,0.0,1.1101492001751014,0.641247414048429,0.47197698183979164,0.0,-0.02918602884544752,0.0,0.0,0.0,0.0,0.004305966458363564,0.0,1.5930983251926223,0.0,0.0,0.0,0.47690240222674074,0.3243183581758855,-0.1440633090793444,0.032685936955402006,-0.6743201435848301,0.23525200043492056,0.24644552100977357,0.6197144243031487,-0.8048259963729056,-0.07101288123521066,-1.612093968983826,0.0,0.005027549043807866,0.04106229522718152,-0.9113499495524664,0.0,-0.021246403588585316,0.0,-0.48646187206964386,0.0,-1.2600828408178408,0.0,0.555303907987247,0.188040069011719,-0.22715406275701477,0.17564484272588654,-0.1317733533379033,-1.0148408125744743,-1.7099662383076912,0.0,0.09931237470988385,0.0,0.05728951760660461,0.0397983121119716,-0.566491300728948,0.22383874964372463,0.0,0.0,0.0,0.7609127841412726,0.0
2004-03-31,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,AZ,0.260052852516525,0.30543024395805163,-0.5579921445238905,-0.23104906018664828,0.0,0.13515503603605472,0.7324081924454064,0.32694308433724195,-0.8058217896641557,0.5673824368461229,0.0,-0.639246424029539,0.0,1.178242924762226,-0.15985769342062872,1.3757114616816972,-1.5350567286626973,1.8945265891128937,0.5013591322587581,1.3810449087971775,0.0,0.46209812037329684,1.4301531470494637,0.53442168444234,1.5350567286626973,0.0,0.648636716351771,0.7992984242661235,0.8951924484167174,0.0,0.0,0.0,1.5317066167115303,0.0,-0.2168625220470497,-0.24465639169340037,0.0,0.0,0.0,-0.044510464208174394,1.3234306378507072,-0.9634572526320548,0.32047038905154146,0.26882528862231636,0.05635877668131162,0.5364793041447,2.2992349810428787,-1.1851160204964712,1.8979107129342334,0.0,0.06921312159274828,-0.7076422178731911,0.7324081924454066,0.8581729361592291,0.8796857765384195,0.0,0.5026516245075645,0.18518987815251853,-1.5350567286626973,-1.1177698626705785,1.0593512767826485,0.0,2.1579635654507583,-0.8283022165960001,0.36620409622270333,0.8283022165960001,0.8512998404249841,0.0,-1.2688874965901065,0.0,0.5878628640871197,-0.20772953065101163,0.0,0.0,1.1655025204888267,0.07438118377140324,1.824980300742451,-0.179665500244229,0.02470265738457389,0.0,0.3662040962227033,-0.501359132258758,1.253733371897854,0.8796857765384195,-0.21199625557333213,0.8127955447177025,2.426899065128247,0.0,1.5350567286626973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.253733371897854,0.0,0.0,-1.5350567286626973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1646597050377072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5350567286626973,0.0,0.0,0.0,-0.23778329595915504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-30,AZ,0.11215741220707098,-0.13515503603605494,0.7873361711549489,-0.8283022165960001,0.0,0.17027520792199669,0.0,0.0,-0.5157327951513206,-0.49196883993652585,1.5350567286626973,0.15666787641524493,0.0,0.4107145604308775,-0.29836284140785074,1.3757114616816972,0.0,0.7837917523878255,0.5500866356514518,-1.5350567286626973,0.0,1.0570283870106172,0.0,0.9985774245179969,0.0,0.0,-0.5972531564093517,-0.3662040962227032,1.2296264847046456,2.979772913472503,1.5350567286626973,0.0,-0.19178804830118712,1.2904003369692971,-0.9271472317329623,0.5846730470817356,0.0,0.0,-1.4255553730053518,0.3078902797239258,1.2833825339033529,-1.1337324605540517,0.6305349347325899,0.4938681803080718,1.3296613488547584,0.725784167728073,1.030347484452772,-1.1224319433288248,0.45874800842213004,-1.3040076684760487,0.07194808294419941,-0.332111146515897,0.30543024395805185,0.9634572526320546,1.5059427252776478,0.0,0.09981563801045557,0.0647186714803194,1.3234306378507072,0.12982158892057427,0.0,-1.2036393042147415,1.0986122886681098,0.2080514363576642,-0.054767683763758956,-0.9444044480187387,-0.5425956837007657,0.0,0.9985774245179969,0.0,0.5134816803157163,-0.2020452678567719,0.0,0.0,-0.2359153266603662,-0.549552875195794,0.9659729878438488,-0.7675283643313486,0.7735345328322412,0.0,0.7324081924454066,0.7675283643313485,0.0,0.0,0.7992984242661235,-0.28581674395040757,2.379092812420129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0311042006309514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3618352045182993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5350567286626973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.99987311355351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-30,AZ,0.7324081924454064,1.0593512767826485,-0.13515503603605494,1.5513201167191744,0.0,0.23104906018664817,0.3405504158439938,0.6716343401807549,0.22772401183437507,0.23854001213733467,0.0,0.6486367163517712,0.0,0.8634223884819422,1.7978758487841204,1.2904003369692971,0.0,0.7675283643313486,0.2310490601866485,2.633051161114366,0.0,0.4620981203732969,2.0877994208638744,-1.0860321793404941,1.1945063128187032,0.9241962407465937,1.3417838969117162,-0.8351753123302454,-1.3040076684760487,0.0,-1.4255553730053518,0.0,-0.09589402415059356,1.2458898727611227,-0.1992790002518734,-0.10615124370617846,1.1655025204888267,0.0,1.2296264847046454,0.43910049654431327,0.0,-0.8796857765384195,0.16340211218775202,-0.022997623828983738,-0.13515503603605483,0.2628191201214236,1.6813070905765737,0.9814796597221468,-0.24974554907032953,0.0,0.11459051303427481,-1.2125287199087953,0.19327283175098064,0.5013591322587583,0.4911019127031734,1.0986122886681098,-0.1092291356884929,0.15283326825474974,0.0,0.9347123599915694,0.0,-1.2211872153765488,-1.1945063128187032,-0.851299840424984,-0.33401048688744317,0.0,0.27031007207210966,2.580800673938594,0.8512998404249839,1.3040076684760487,-0.10003486415011298,0.0,0.0,0.0,2.219764639894546,-0.4199105459371537,2.4559028574581236,0.6486367163517711,0.9711647251056729,0.0,-0.46209812037329684,0.23104906018664845,0.8353946827450947,0.0,0.0,0.30543024395805185,1.0054036016325105,0.0,1.4769389329477711,0.0,0.0,0.0,0.0,-0.006734235772506425,0.0,0.0,0.0,-0.2790137867400049,0.0,0.0,1.1754535082053872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26739884541585823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5350567286626973,0.0,0.0,0.0,0.0,0.0,0.0,1.4847824320845024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2904003369692971,0.0,0.0,1.4346883644013901,0.0,0.0,0.0,0.9947238170509718,0.0,1.3965515806754751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-31,AZ,0.20953621980745807,-0.1174068645297841,0.5134816803157164,0.8804964781946238,0.0,-0.06077385226465104,0.26882528862231614,0.23104906018664828,0.08298583803632464,-0.04537739144152697,0.0,-0.044510464208174394,-1.5350567286626973,0.5839180448714518,1.7138878521675533,1.2762137988296984,0.0,0.8942441310393068,0.1702752079219968,1.2762137988296984,0.0,1.5607104090414066,0.9985774245179969,-0.179665500244229,-0.1683649830190017,0.0,-0.6365141682948129,-0.13515503603605478,0.22769894823548142,0.0,-1.520132987358502,-1.5350567286626973,-0.412692805604149,0.0,-0.3335439601026351,0.8634223884819421,0.0,0.0,0.0,0.31051940133498146,-0.17893370338975023,0.531311241966045,-0.24100004790320861,0.02299762382898396,0.09589402415059356,0.16965735170555618,-0.7806019353824425,0.9613136225219578,0.8105540450897291,0.0,0.10615124370617801,1.1176079324593131,0.6108604879161033,0.30543024395805163,0.12154770452930297,0.0,0.9471938645755775,-0.2924969942448894,-0.1702752079219969,-1.153596492954801,0.9634572526320548,-2.310164921983876,0.46209812037329656,-1.4648163848908131,1.6079531289843065,-0.1702752079219968,0.3511639511292133,-2.621217088482884,1.8888088960374774,-0.18026881865930866,0.8796857765384195,2.3769662767654487,2.7931031613509503,0.0,-1.2378573555681027,1.4324284687395967,0.6217904288571003,-0.7324081924454066,0.8283022165960001,1.4113688348657532,0.0,-0.18653859597847422,-1.0729586082894003,-1.5298886664840416,0.7623603021526933,-0.38771693660189355,0.6847079112318486,0.0,1.3965515806754751,0.0,0.0,0.0,0.0,1.2211872153765488,0.0,0.0,0.0,-0.17893370338975023,0.0,0.0,0.0,0.0,0.0,-1.5350567286626973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29314304618999865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.858738843955233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2125287199087953,0.0,0.0,0.0,0.0,0.0,0.0,-1.3862943611198906,0.0,-1.5350567286626973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-31,AZ,0.5972531564093517,0.18653859597847422,-0.13515503603605472,1.566826788597472,0.0,0.24465639169340037,-0.21892651212969017,0.1702752079219969,0.26823322215523104,-0.09589402415059389,0.0,0.37832664427966156,2.221469673450136,0.24731244824312593,0.1753643652989264,-1.3757114616816972,0.0,0.25929613633834525,-0.33108392433676137,-1.3810449087971775,0.0,-0.09589402415059356,-1.4301531470494637,-1.126585683474762,-0.44902454932220315,0.7992984242661235,-0.648636716351771,-0.1506617079143524,0.7230179001231745,0.0,0.0,1.2972734327035422,-0.07947034114833307,1.1851160204964712,-0.8283022165960001,0.9858370202445976,1.0593512767826485,0.0,0.0,-0.21321949853631939,-1.3234306378507072,1.0148408125744743,-0.30926485211854615,0.03926101188546127,-0.5757403160301613,0.2226097908585516,0.2637361312453863,0.8283022165960001,-0.05082286454809104,0.0,-0.021512840379190212,0.7067545120666969,-0.2310490601866484,0.00939029232223243,0.2166036223576593,2.075512223095822,-0.16651255466404669,-0.15618608582264182,0.0,-0.3108757170646159,-1.0593512767826485,0.9444044480187387,0.08170748601099476,0.7324081924454066,0.17441604792151622,-0.13515503603605483,-0.33720030389282685,1.0986122886681098,1.7346688956922651,0.0,-0.5878628640871197,0.8081878399601774,0.0,0.0,2.3272083758495308,0.6365141682948129,-0.5500866356514513,-0.6486367163517711,0.13515503603605472,0.0,-0.3662040962227033,0.19592888830070632,0.45425462123656546,0.7554058162743903,1.624216517040784,0.7758882591303562,-2.426899065128247,0.0,-0.25884292983299884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987544108375882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49697018407261995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3757114616816972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.676260387495716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5350567286626973,0.0,0.0,0.0,-0.18653859597847422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-30,AZ,-0.4175876561651227,0.5013591322587583,-0.2414665746880169,2.2384611287782272,0.0,0.13043035169026718,0.42697794848735504,-0.13515503603605483,0.32985431099349327,1.1176079324593133,-1.5350567286626973,0.2020452678567719,1.3170812395271425,0.1702752079219969,-0.35700811071642713,-1.3757114616816972,1.2036393042147415,-0.029003792329876488,-0.5108256237659905,1.1851160204964712,0.0,-0.4083916706588462,0.0,0.6290232163441266,1.110734836725068,1.030347484452772,-0.09589402415059356,0.19592888830070643,0.5972531564093515,-1.6691643692310612,-1.5350567286626973,0.0,-0.13515503603605494,-1.2904003369692971,1.0680720159927342,0.04770028121355807,0.0,0.8549831191538456,0.0,-0.15966167263677722,-0.1609505905745281,1.2458898727611227,-0.09139957403816412,-0.06689023182071674,-0.07016414458688391,0.07256593916064036,0.2288774998462504,1.9012608248854004,0.9378035722533451,0.0,0.04770028121355807,0.30543024395805163,0.39459003233613865,-0.6202507802383352,-0.4783615084297741,1.996320472296621,-0.27321342926698566,-0.03636131945414034,-1.3234306378507072,0.8440531782128489,1.7346688956922651,1.8053668007348067,2.0930488731865875,-0.40302930166423523,-0.14727758409301317,1.5513201167191744,0.4972182922592392,0.0,-0.1435943053641513,1.2211872153765488,-0.12576474371382274,0.07879625935474355,1.310608544241442,0.0,-0.3642490564052372,1.4161650806831196,-0.4111859962197726,0.0,-0.7178498379445191,0.0,-0.7324081924454066,0.0,1.0593512767826485,1.3417838969117162,0.3952078885525797,1.1492391324323494,-0.39903572817998545,0.0,0.0,0.0,0.0,0.0,0.0,2.1720643586809882,0.0,0.0,0.0,-1.2972734327035422,0.0,0.0,0.0,0.0,0.0,1.1655025204888267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1302588782173566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.310608544241442,0.0,0.0,1.5350567286626973,1.5350567286626973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3040076684760487,0.0,0.0,0.0,0.0,0.0,0.0,2.043742163161047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-30,AZ,0.5878628640871195,0.14876236754280647,-0.18334877897309054,0.44583473231681947,0.0,0.17395848665085856,-0.21478567213017108,0.09589402415059367,-0.4697030129620203,0.11140069602889113,0.0,-0.41071456043087773,1.030347484452772,-0.044510464208174394,0.19083973092377704,-1.2904003369692971,0.0,0.25756966779871093,0.7324081924454064,-1.4778058601811237,0.0,-0.260052852516525,-2.0877994208638744,0.9985774245179969,-1.1945063128187032,0.6716343401807553,-0.05138355994241928,0.9026834003674034,0.7445307405023646,0.0,0.0,1.2833825339033529,0.4013242681086452,-1.2458898727611227,1.5573262852200673,0.7067545120666971,0.8634223884819421,0.0,-0.1435943053641513,-0.0513835599424195,1.0986122886681098,1.1945063128187032,0.4953798986965352,0.38246748427918065,0.5757403160301614,0.3542418431115286,-0.4391004965443126,-0.9814796597221468,0.7477205575077481,0.0,0.16077470454459153,2.4695101889648754,0.17293126447172247,0.5187311326384292,0.2824326201290679,-0.10003486415011287,0.30239301717429967,-0.22721445202615342,0.0,-1.0451647386430503,0.8283022165960001,0.0,2.2432746901631586,1.409291984948874,0.4981693152533746,1.7346688956922651,0.3142026800638429,-2.580800673938594,-0.08856772191100193,1.0548769366719348,-0.11889164797957741,0.9814796597221468,0.0,1.1655025204888267,-0.998577424517997,0.6486367163517712,-0.13263930082426034,0.5066085845814708,-1.2594972042678743,0.0,0.0,0.501359132258758,0.7335757359624744,0.8796857765384195,1.3965515806754751,0.40409053571354403,1.0069455995533234,0.0,-1.4769389329477711,0.0,0.0,0.0,0.0,-0.4422903135496967,0.0,1.5350567286626973,0.0,0.0303239260685757,0.0,0.0,-1.1754535082053872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004360210414369181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5350567286626973,0.0,0.0,0.0,0.0,0.0,0.0,0.02964916200549883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2904003369692971,0.0,0.0,1.0645655358061326,0.0,0.0,0.0,-1.4685190440280254,0.0,-1.3965515806754751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-31,AZ,-0.30543024395805163,0.32694308433724206,0.19327283175098042,-0.3150133817200471,0.0,0.06077385226465104,0.2310490601866486,0.15666787641524538,0.0783260029870716,0.4158826226095327,0.0,0.3587131442720175,0.0,-0.006873095734245549,-1.1166346957582016,-1.2762137988296984,1.1224319433288248,0.07963063609411636,0.6716343401807549,-0.14248133827564669,1.2125287199087953,-0.4054651081081646,2.154966593885138,0.5851306083523936,-1.1851160204964712,0.7324081924454066,-0.46209812037329684,-0.46209812037329684,-0.2114355601790041,0.0,-0.144288027432093,0.0,-0.7607941285588421,0.0,0.3080863005077772,-0.08977764459452775,0.9634572526320548,1.0729586082894003,2.401135173694365,-0.1818370605846269,1.150830225349902,-0.6187659967885419,0.49029074131960604,0.19178804830118734,0.3662040962227032,0.02213069659563116,1.0729586082894003,0.7173374115048907,-0.10379953302303191,0.0,0.17349195986605093,-0.5648652402581356,0.06077385226465171,0.35871314427201684,0.22165876786441618,0.9241962407465937,0.0009246422942417176,0.40320827258576086,-1.2688874965901065,1.3682719540297985,-0.9634572526320548,1.0729586082894003,-1.9971548490359938,1.5283224928901904,0.11045237865148128,0.4620981203732967,0.06921312159274784,1.9800570842401435,-0.07466965919687962,-0.14248133827564669,0.07438118377140324,0.07191877762673116,-0.3013234158287048,0.0,1.8483924814931874,-0.6486367163517708,-0.4753642713657862,1.3810449087971775,0.7675283643313484,-0.14997229022633274,0.0,0.0,0.0,-0.02668090255784561,0.437094846705008,-0.03512017188594241,0.03639976398833067,0.0,-1.3965515806754751,0.0,0.0,0.0,0.0,-1.2211872153765488,0.0,0.0,0.0,1.3445915878214192,0.0,0.0,1.0986122886681098,0.0,0.0,2.1453834561231426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2084220126418952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4522362755631972,0.0,0.0,0.0,0.0,0.0,0.0,-1.6462101240464377,0.0,0.0,1.2036393042147415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7324081924454062,0.0,0.0,0.0,0.0,0.0,0.0,0.9444044480187387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-31,AZ,-0.2310490601866484,0.38771693660189377,0.15666787641524504,0.3039454605082583,0.0,0.20056048440697838,0.09589402415059367,0.19592888830070643,0.1758578270224045,0.30543024395805185,0.0,0.32169363201452894,-1.2580124208180812,0.17734261047219757,0.04261112383662824,1.0986122886681098,1.0451647386430498,0.2865734601285874,0.5527426922011776,1.0593512767826485,0.0,0.6323733282952937,3.0071994157931017,0.9241962407465939,0.12649654056830117,-0.10615124370617823,0.15666787641524516,0.716144804388929,-0.27642645162817536,1.2296264847046454,0.0,0.0941889905950033,0.8283022165960001,-1.1851160204964712,2.395129005193472,-0.022379767612542345,-0.179665500244229,0.6931471805599453,2.2861883449304554,0.35522271098291824,3.074089647613819,0.44583473231681947,-0.07714745137630219,0.28916685590157454,0.7230179001231742,0.14359430536415196,-0.444268558722968,0.8485104238681449,-0.36620409622270333,0.0,0.16061269563091285,0.02811371614458391,0.05138355994241928,0.3662040962227031,-0.31249764650825296,-2.075512223095822,0.17611936750921053,0.40300071757697875,1.0729586082894003,0.7790902169939788,1.499936556776755,0.05417297649925823,-0.6728442628642808,0.3662040962227032,0.6308885448454999,-0.15666787641524516,0.30543024395805163,0.0768412195372774,-0.269852510801452,0.0,0.24465639169340014,0.9917292481074527,1.2036393042147415,0.0,-1.3211399993808475,0.35871314427201706,0.6641433882300687,0.3662040962227033,0.7161448043889291,1.2125287199087953,0.23104906018664842,0.3405504158439936,-0.7445307405023647,0.19178804830118734,-0.19866114403543245,-0.6252265512160036,3.079836916425321,0.0,-1.2762137988296984,0.0,0.0,0.0,0.0,0.9444044480187387,0.0,0.0,0.0,0.4868007777578707,0.0,0.0,0.7675283643313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12473752153468709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24197900112764548,0.0,0.0,0.0,0.9241962407465937,0.0,0.0,0.0,0.0,0.0,-0.38832592367806473,1.3965515806754751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8796857765384195,0.0,0.0,0.0,0.0,0.0,0.0,1.8853306036066175,0.0,1.0451647386430498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
